episode_index,split,family,subset,map_name,seed,num_agents,status,makespan,soc,rectangular_actions,goal_waits_removed,num_samples,planner,path,error
172,maze_train,maze,train,medium-mazes-seed-0005,7,24,generated,32,412,768,356,412,mapf_lns2,episode_0000172_medium-mazes-seed-0005_s7_n24.npz,
173,maze_train,maze,train,medium-mazes-seed-0005,7,32,generated,33,574,1056,482,574,mapf_lns2,episode_0000173_medium-mazes-seed-0005_s7_n32.npz,
174,maze_train,maze,train,medium-mazes-seed-0005,8,16,generated,35,264,560,296,264,mapf_lns2,episode_0000174_medium-mazes-seed-0005_s8_n16.npz,
175,maze_train,maze,train,medium-mazes-seed-0005,8,24,generated,35,409,840,431,409,mapf_lns2,episode_0000175_medium-mazes-seed-0005_s8_n24.npz,
176,maze_train,maze,train,medium-mazes-seed-0005,8,32,generated,41,621,1312,691,621,mapf_lns2,episode_0000176_medium-mazes-seed-0005_s8_n32.npz,
177,maze_train,maze,train,medium-mazes-seed-0005,9,16,generated,31,255,496,241,255,mapf_lns2,episode_0000177_medium-mazes-seed-0005_s9_n16.npz,
178,maze_train,maze,train,medium-mazes-seed-0005,9,24,generated,33,383,792,409,383,mapf_lns2,episode_0000178_medium-mazes-seed-0005_s9_n24.npz,
179,maze_train,maze,train,medium-mazes-seed-0005,9,32,generated,39,582,1248,666,582,mapf_lns2,episode_0000179_medium-mazes-seed-0005_s9_n32.npz,
180,maze_train,maze,train,medium-mazes-seed-0006,0,16,generated,31,299,496,197,299,mapf_lns2,episode_0000180_medium-mazes-seed-0006_s0_n16.npz,
181,maze_train,maze,train,medium-mazes-seed-0006,0,24,generated,31,405,744,339,405,mapf_lns2,episode_0000181_medium-mazes-seed-0006_s0_n24.npz,
182,maze_train,maze,train,medium-mazes-seed-0006,0,32,generated,35,548,1120,572,548,mapf_lns2,episode_0000182_medium-mazes-seed-0006_s0_n32.npz,
183,maze_train,maze,train,medium-mazes-seed-0006,1,16,generated,29,279,464,185,279,mapf_lns2,episode_0000183_medium-mazes-seed-0006_s1_n16.npz,
184,maze_train,maze,train,medium-mazes-seed-0006,1,24,generated,35,463,840,377,463,mapf_lns2,episode_0000184_medium-mazes-seed-0006_s1_n24.npz,
185,maze_train,maze,train,medium-mazes-seed-0006,1,32,generated,29,608,928,320,608,mapf_lns2,episode_0000185_medium-mazes-seed-0006_s1_n32.npz,
186,maze_train,maze,train,medium-mazes-seed-0006,2,16,generated,24,239,384,145,239,mapf_lns2,episode_0000186_medium-mazes-seed-0006_s2_n16.npz,
187,maze_train,maze,train,medium-mazes-seed-0006,2,24,generated,31,413,744,331,413,mapf_lns2,episode_0000187_medium-mazes-seed-0006_s2_n24.npz,
188,maze_train,maze,train,medium-mazes-seed-0006,2,32,generated,34,576,1088,512,576,mapf_lns2,episode_0000188_medium-mazes-seed-0006_s2_n32.npz,
189,maze_train,maze,train,medium-mazes-seed-0006,3,16,generated,27,219,432,213,219,mapf_lns2,episode_0000189_medium-mazes-seed-0006_s3_n16.npz,
190,maze_train,maze,train,medium-mazes-seed-0006,3,24,generated,35,432,840,408,432,mapf_lns2,episode_0000190_medium-mazes-seed-0006_s3_n24.npz,
191,maze_train,maze,train,medium-mazes-seed-0006,3,32,generated,35,609,1120,511,609,mapf_lns2,episode_0000191_medium-mazes-seed-0006_s3_n32.npz,
192,maze_train,maze,train,medium-mazes-seed-0006,4,16,generated,31,217,496,279,217,mapf_lns2,episode_0000192_medium-mazes-seed-0006_s4_n16.npz,
193,maze_train,maze,train,medium-mazes-seed-0006,4,24,generated,35,363,840,477,363,mapf_lns2,episode_0000193_medium-mazes-seed-0006_s4_n24.npz,
194,maze_train,maze,train,medium-mazes-seed-0006,4,32,generated,36,520,1152,632,520,mapf_lns2,episode_0000194_medium-mazes-seed-0006_s4_n32.npz,
195,maze_train,maze,train,medium-mazes-seed-0006,5,16,generated,27,258,432,174,258,mapf_lns2,episode_0000195_medium-mazes-seed-0006_s5_n16.npz,
196,maze_train,maze,train,medium-mazes-seed-0006,5,24,generated,31,397,744,347,397,mapf_lns2,episode_0000196_medium-mazes-seed-0006_s5_n24.npz,
197,maze_train,maze,train,medium-mazes-seed-0006,5,32,generated,31,578,992,414,578,mapf_lns2,episode_0000197_medium-mazes-seed-0006_s5_n32.npz,
198,maze_train,maze,train,medium-mazes-seed-0006,6,16,generated,29,275,464,189,275,mapf_lns2,episode_0000198_medium-mazes-seed-0006_s6_n16.npz,
199,maze_train,maze,train,medium-mazes-seed-0006,6,24,generated,29,361,696,335,361,mapf_lns2,episode_0000199_medium-mazes-seed-0006_s6_n24.npz,
200,maze_train,maze,train,medium-mazes-seed-0006,6,32,generated,36,526,1152,626,526,mapf_lns2,episode_0000200_medium-mazes-seed-0006_s6_n32.npz,
201,maze_train,maze,train,medium-mazes-seed-0006,7,16,generated,31,299,496,197,299,mapf_lns2,episode_0000201_medium-mazes-seed-0006_s7_n16.npz,
202,maze_train,maze,train,medium-mazes-seed-0006,7,24,generated,36,484,864,380,484,mapf_lns2,episode_0000202_medium-mazes-seed-0006_s7_n24.npz,
203,maze_train,maze,train,medium-mazes-seed-0006,7,32,generated,38,685,1216,531,685,mapf_lns2,episode_0000203_medium-mazes-seed-0006_s7_n32.npz,
204,maze_train,maze,train,medium-mazes-seed-0006,8,16,generated,28,275,448,173,275,mapf_lns2,episode_0000204_medium-mazes-seed-0006_s8_n16.npz,
205,maze_train,maze,train,medium-mazes-seed-0006,8,24,generated,32,406,768,362,406,mapf_lns2,episode_0000205_medium-mazes-seed-0006_s8_n24.npz,
206,maze_train,maze,train,medium-mazes-seed-0006,8,32,generated,31,584,992,408,584,mapf_lns2,episode_0000206_medium-mazes-seed-0006_s8_n32.npz,
207,maze_train,maze,train,medium-mazes-seed-0006,9,16,generated,26,257,416,159,257,mapf_lns2,episode_0000207_medium-mazes-seed-0006_s9_n16.npz,
208,maze_train,maze,train,medium-mazes-seed-0006,9,24,generated,31,390,744,354,390,mapf_lns2,episode_0000208_medium-mazes-seed-0006_s9_n24.npz,
209,maze_train,maze,train,medium-mazes-seed-0006,9,32,generated,31,575,992,417,575,mapf_lns2,episode_0000209_medium-mazes-seed-0006_s9_n32.npz,
210,maze_train,maze,train,medium-mazes-seed-0007,0,16,generated,37,304,592,288,304,mapf_lns2,episode_0000210_medium-mazes-seed-0007_s0_n16.npz,
211,maze_train,maze,train,medium-mazes-seed-0007,0,24,generated,37,444,888,444,444,mapf_lns2,episode_0000211_medium-mazes-seed-0007_s0_n24.npz,
212,maze_train,maze,train,medium-mazes-seed-0007,0,32,generated,44,697,1408,711,697,mapf_lns2,episode_0000212_medium-mazes-seed-0007_s0_n32.npz,
213,maze_train,maze,train,medium-mazes-seed-0007,1,16,generated,30,276,480,204,276,mapf_lns2,episode_0000213_medium-mazes-seed-0007_s1_n16.npz,
214,maze_train,maze,train,medium-mazes-seed-0007,1,24,generated,38,463,912,449,463,mapf_lns2,episode_0000214_medium-mazes-seed-0007_s1_n24.npz,
215,maze_train,maze,train,medium-mazes-seed-0007,1,32,generated,38,638,1216,578,638,mapf_lns2,episode_0000215_medium-mazes-seed-0007_s1_n32.npz,
216,maze_train,maze,train,medium-mazes-seed-0007,2,16,generated,39,289,624,335,289,mapf_lns2,episode_0000216_medium-mazes-seed-0007_s2_n16.npz,
217,maze_train,maze,train,medium-mazes-seed-0007,2,24,generated,38,466,912,446,466,mapf_lns2,episode_0000217_medium-mazes-seed-0007_s2_n24.npz,
218,maze_train,maze,train,medium-mazes-seed-0007,2,32,generated,41,706,1312,606,706,mapf_lns2,episode_0000218_medium-mazes-seed-0007_s2_n32.npz,
219,maze_train,maze,train,medium-mazes-seed-0007,3,16,generated,30,317,480,163,317,mapf_lns2,episode_0000219_medium-mazes-seed-0007_s3_n16.npz,
220,maze_train,maze,train,medium-mazes-seed-0007,3,24,generated,34,476,816,340,476,mapf_lns2,episode_0000220_medium-mazes-seed-0007_s3_n24.npz,
221,maze_train,maze,train,medium-mazes-seed-0007,3,32,generated,47,668,1504,836,668,mapf_lns2,episode_0000221_medium-mazes-seed-0007_s3_n32.npz,
222,maze_train,maze,train,medium-mazes-seed-0007,4,16,generated,39,352,624,272,352,mapf_lns2,episode_0000222_medium-mazes-seed-0007_s4_n16.npz,
223,maze_train,maze,train,medium-mazes-seed-0007,4,24,generated,38,541,912,371,541,mapf_lns2,episode_0000223_medium-mazes-seed-0007_s4_n24.npz,
224,maze_train,maze,train,medium-mazes-seed-0007,4,32,generated,39,686,1248,562,686,mapf_lns2,episode_0000224_medium-mazes-seed-0007_s4_n32.npz,
225,maze_train,maze,train,medium-mazes-seed-0007,5,16,generated,33,321,528,207,321,mapf_lns2,episode_0000225_medium-mazes-seed-0007_s5_n16.npz,
226,maze_train,maze,train,medium-mazes-seed-0007,5,24,generated,37,440,888,448,440,mapf_lns2,episode_0000226_medium-mazes-seed-0007_s5_n24.npz,
227,maze_train,maze,train,medium-mazes-seed-0007,5,32,generated,39,601,1248,647,601,mapf_lns2,episode_0000227_medium-mazes-seed-0007_s5_n32.npz,
228,maze_train,maze,train,medium-mazes-seed-0007,6,16,generated,24,263,384,121,263,mapf_lns2,episode_0000228_medium-mazes-seed-0007_s6_n16.npz,
229,maze_train,maze,train,medium-mazes-seed-0007,6,24,generated,43,460,1032,572,460,mapf_lns2,episode_0000229_medium-mazes-seed-0007_s6_n24.npz,
230,maze_train,maze,train,medium-mazes-seed-0007,6,32,generated,43,667,1376,709,667,mapf_lns2,episode_0000230_medium-mazes-seed-0007_s6_n32.npz,
231,maze_train,maze,train,medium-mazes-seed-0007,7,16,generated,27,235,432,197,235,mapf_lns2,episode_0000231_medium-mazes-seed-0007_s7_n16.npz,
232,maze_train,maze,train,medium-mazes-seed-0007,7,24,generated,36,445,864,419,445,mapf_lns2,episode_0000232_medium-mazes-seed-0007_s7_n24.npz,
233,maze_train,maze,train,medium-mazes-seed-0007,7,32,generated,40,606,1280,674,606,mapf_lns2,episode_0000233_medium-mazes-seed-0007_s7_n32.npz,
234,maze_train,maze,train,medium-mazes-seed-0007,8,16,generated,36,301,576,275,301,mapf_lns2,episode_0000234_medium-mazes-seed-0007_s8_n16.npz,
235,maze_train,maze,train,medium-mazes-seed-0007,8,24,generated,46,467,1104,637,467,mapf_lns2,episode_0000235_medium-mazes-seed-0007_s8_n24.npz,
236,maze_train,maze,train,medium-mazes-seed-0007,8,32,generated,44,620,1408,788,620,mapf_lns2,episode_0000236_medium-mazes-seed-0007_s8_n32.npz,
237,maze_train,maze,train,medium-mazes-seed-0007,9,16,generated,40,352,640,288,352,mapf_lns2,episode_0000237_medium-mazes-seed-0007_s9_n16.npz,
238,maze_train,maze,train,medium-mazes-seed-0007,9,24,generated,46,543,1104,561,543,mapf_lns2,episode_0000238_medium-mazes-seed-0007_s9_n24.npz,
239,maze_train,maze,train,medium-mazes-seed-0007,9,32,generated,46,739,1472,733,739,mapf_lns2,episode_0000239_medium-mazes-seed-0007_s9_n32.npz,
240,maze_train,maze,train,medium-mazes-seed-0008,0,16,generated,40,343,640,297,343,mapf_lns2,episode_0000240_medium-mazes-seed-0008_s0_n16.npz,
241,maze_train,maze,train,medium-mazes-seed-0008,0,24,generated,40,506,960,454,506,mapf_lns2,episode_0000241_medium-mazes-seed-0008_s0_n24.npz,
242,maze_train,maze,train,medium-mazes-seed-0008,0,32,generated,40,698,1280,582,698,mapf_lns2,episode_0000242_medium-mazes-seed-0008_s0_n32.npz,
243,maze_train,maze,train,medium-mazes-seed-0008,1,16,generated,36,297,576,279,297,mapf_lns2,episode_0000243_medium-mazes-seed-0008_s1_n16.npz,
244,maze_train,maze,train,medium-mazes-seed-0008,1,24,generated,38,458,912,454,458,mapf_lns2,episode_0000244_medium-mazes-seed-0008_s1_n24.npz,
245,maze_train,maze,train,medium-mazes-seed-0008,1,32,generated,40,637,1280,643,637,mapf_lns2,episode_0000245_medium-mazes-seed-0008_s1_n32.npz,
246,maze_train,maze,train,medium-mazes-seed-0008,2,16,generated,28,279,448,169,279,mapf_lns2,episode_0000246_medium-mazes-seed-0008_s2_n16.npz,
247,maze_train,maze,train,medium-mazes-seed-0008,2,24,generated,33,460,792,332,460,mapf_lns2,episode_0000247_medium-mazes-seed-0008_s2_n24.npz,
248,maze_train,maze,train,medium-mazes-seed-0008,2,32,generated,33,579,1056,477,579,mapf_lns2,episode_0000248_medium-mazes-seed-0008_s2_n32.npz,
249,maze_train,maze,train,medium-mazes-seed-0008,3,16,generated,31,271,496,225,271,mapf_lns2,episode_0000249_medium-mazes-seed-0008_s3_n16.npz,
250,maze_train,maze,train,medium-mazes-seed-0008,3,24,generated,36,445,864,419,445,mapf_lns2,episode_0000250_medium-mazes-seed-0008_s3_n24.npz,
251,maze_train,maze,train,medium-mazes-seed-0008,3,32,generated,45,618,1440,822,618,mapf_lns2,episode_0000251_medium-mazes-seed-0008_s3_n32.npz,
252,maze_train,maze,train,medium-mazes-seed-0008,4,16,generated,30,321,480,159,321,mapf_lns2,episode_0000252_medium-mazes-seed-0008_s4_n16.npz,
253,maze_train,maze,train,medium-mazes-seed-0008,4,24,generated,32,492,768,276,492,mapf_lns2,episode_0000253_medium-mazes-seed-0008_s4_n24.npz,
254,maze_train,maze,train,medium-mazes-seed-0008,4,32,generated,37,654,1184,530,654,mapf_lns2,episode_0000254_medium-mazes-seed-0008_s4_n32.npz,
255,maze_train,maze,train,medium-mazes-seed-0008,5,16,generated,32,292,512,220,292,mapf_lns2,episode_0000255_medium-mazes-seed-0008_s5_n16.npz,
256,maze_train,maze,train,medium-mazes-seed-0008,5,24,generated,31,450,744,294,450,mapf_lns2,episode_0000256_medium-mazes-seed-0008_s5_n24.npz,
257,maze_train,maze,train,medium-mazes-seed-0008,5,32,generated,36,627,1152,525,627,mapf_lns2,episode_0000257_medium-mazes-seed-0008_s5_n32.npz,
258,maze_train,maze,train,medium-mazes-seed-0008,6,16,generated,23,220,368,148,220,mapf_lns2,episode_0000258_medium-mazes-seed-0008_s6_n16.npz,
259,maze_train,maze,train,medium-mazes-seed-0008,6,24,generated,30,375,720,345,375,mapf_lns2,episode_0000259_medium-mazes-seed-0008_s6_n24.npz,
260,maze_train,maze,train,medium-mazes-seed-0008,6,32,generated,30,537,960,423,537,mapf_lns2,episode_0000260_medium-mazes-seed-0008_s6_n32.npz,
261,maze_train,maze,train,medium-mazes-seed-0008,7,16,generated,30,279,480,201,279,mapf_lns2,episode_0000261_medium-mazes-seed-0008_s7_n16.npz,
262,maze_train,maze,train,medium-mazes-seed-0008,7,24,generated,30,433,720,287,433,mapf_lns2,episode_0000262_medium-mazes-seed-0008_s7_n24.npz,
263,maze_train,maze,train,medium-mazes-seed-0008,7,32,generated,33,636,1056,420,636,mapf_lns2,episode_0000263_medium-mazes-seed-0008_s7_n32.npz,
264,maze_train,maze,train,medium-mazes-seed-0008,8,16,generated,35,259,560,301,259,mapf_lns2,episode_0000264_medium-mazes-seed-0008_s8_n16.npz,
265,maze_train,maze,train,medium-mazes-seed-0008,8,24,generated,40,476,960,484,476,mapf_lns2,episode_0000265_medium-mazes-seed-0008_s8_n24.npz,
266,maze_train,maze,train,medium-mazes-seed-0008,8,32,generated,41,705,1312,607,705,mapf_lns2,episode_0000266_medium-mazes-seed-0008_s8_n32.npz,
267,maze_train,maze,train,medium-mazes-seed-0008,9,16,generated,27,290,432,142,290,mapf_lns2,episode_0000267_medium-mazes-seed-0008_s9_n16.npz,
268,maze_train,maze,train,medium-mazes-seed-0008,9,24,generated,32,486,768,282,486,mapf_lns2,episode_0000268_medium-mazes-seed-0008_s9_n24.npz,
269,maze_train,maze,train,medium-mazes-seed-0008,9,32,generated,37,722,1184,462,722,mapf_lns2,episode_0000269_medium-mazes-seed-0008_s9_n32.npz,
270,maze_train,maze,train,medium-mazes-seed-0009,0,16,generated,37,262,592,330,262,mapf_lns2,episode_0000270_medium-mazes-seed-0009_s0_n16.npz,
271,maze_train,maze,train,medium-mazes-seed-0009,0,24,generated,37,447,888,441,447,mapf_lns2,episode_0000271_medium-mazes-seed-0009_s0_n24.npz,
272,maze_train,maze,train,medium-mazes-seed-0009,0,32,generated,40,662,1280,618,662,mapf_lns2,episode_0000272_medium-mazes-seed-0009_s0_n32.npz,
273,maze_train,maze,train,medium-mazes-seed-0009,1,16,generated,30,275,480,205,275,mapf_lns2,episode_0000273_medium-mazes-seed-0009_s1_n16.npz,
274,maze_train,maze,train,medium-mazes-seed-0009,1,24,generated,37,456,888,432,456,mapf_lns2,episode_0000274_medium-mazes-seed-0009_s1_n24.npz,
275,maze_train,maze,train,medium-mazes-seed-0009,1,32,generated,32,598,1024,426,598,mapf_lns2,episode_0000275_medium-mazes-seed-0009_s1_n32.npz,
276,maze_train,maze,train,medium-mazes-seed-0009,2,16,generated,34,348,544,196,348,mapf_lns2,episode_0000276_medium-mazes-seed-0009_s2_n16.npz,
277,maze_train,maze,train,medium-mazes-seed-0009,2,24,generated,36,527,864,337,527,mapf_lns2,episode_0000277_medium-mazes-seed-0009_s2_n24.npz,
278,maze_train,maze,train,medium-mazes-seed-0009,2,32,generated,40,745,1280,535,745,mapf_lns2,episode_0000278_medium-mazes-seed-0009_s2_n32.npz,
279,maze_train,maze,train,medium-mazes-seed-0009,3,16,generated,46,283,736,453,283,mapf_lns2,episode_0000279_medium-mazes-seed-0009_s3_n16.npz,
280,maze_train,maze,train,medium-mazes-seed-0009,3,24,generated,46,472,1104,632,472,mapf_lns2,episode_0000280_medium-mazes-seed-0009_s3_n24.npz,
281,maze_train,maze,train,medium-mazes-seed-0009,3,32,generated,46,676,1472,796,676,mapf_lns2,episode_0000281_medium-mazes-seed-0009_s3_n32.npz,
282,maze_train,maze,train,medium-mazes-seed-0009,4,16,generated,43,289,688,399,289,mapf_lns2,episode_0000282_medium-mazes-seed-0009_s4_n16.npz,
283,maze_train,maze,train,medium-mazes-seed-0009,4,24,generated,43,441,1032,591,441,mapf_lns2,episode_0000283_medium-mazes-seed-0009_s4_n24.npz,
284,maze_train,maze,train,medium-mazes-seed-0009,4,32,generated,49,623,1568,945,623,mapf_lns2,episode_0000284_medium-mazes-seed-0009_s4_n32.npz,
285,maze_train,maze,train,medium-mazes-seed-0009,5,16,generated,36,383,576,193,383,mapf_lns2,episode_0000285_medium-mazes-seed-0009_s5_n16.npz,
286,maze_train,maze,train,medium-mazes-seed-0009,5,24,generated,46,599,1104,505,599,mapf_lns2,episode_0000286_medium-mazes-seed-0009_s5_n24.npz,
287,maze_train,maze,train,medium-mazes-seed-0009,5,32,generated,46,791,1472,681,791,mapf_lns2,episode_0000287_medium-mazes-seed-0009_s5_n32.npz,
288,maze_train,maze,train,medium-mazes-seed-0009,6,16,generated,39,344,624,280,344,mapf_lns2,episode_0000288_medium-mazes-seed-0009_s6_n16.npz,
289,maze_train,maze,train,medium-mazes-seed-0009,6,24,generated,34,511,816,305,511,mapf_lns2,episode_0000289_medium-mazes-seed-0009_s6_n24.npz,
290,maze_train,maze,train,medium-mazes-seed-0009,6,32,generated,38,730,1216,486,730,mapf_lns2,episode_0000290_medium-mazes-seed-0009_s6_n32.npz,
291,maze_train,maze,train,medium-mazes-seed-0009,7,16,generated,28,268,448,180,268,mapf_lns2,episode_0000291_medium-mazes-seed-0009_s7_n16.npz,
292,maze_train,maze,train,medium-mazes-seed-0009,7,24,generated,37,480,888,408,480,mapf_lns2,episode_0000292_medium-mazes-seed-0009_s7_n24.npz,
293,maze_train,maze,train,medium-mazes-seed-0009,7,32,generated,41,723,1312,589,723,mapf_lns2,episode_0000293_medium-mazes-seed-0009_s7_n32.npz,
294,maze_train,maze,train,medium-mazes-seed-0009,8,16,generated,29,305,464,159,305,mapf_lns2,episode_0000294_medium-mazes-seed-0009_s8_n16.npz,
295,maze_train,maze,train,medium-mazes-seed-0009,8,24,generated,32,479,768,289,479,mapf_lns2,episode_0000295_medium-mazes-seed-0009_s8_n24.npz,
296,maze_train,maze,train,medium-mazes-seed-0009,8,32,generated,41,746,1312,566,746,mapf_lns2,episode_0000296_medium-mazes-seed-0009_s8_n32.npz,
297,maze_train,maze,train,medium-mazes-seed-0009,9,16,generated,26,236,416,180,236,mapf_lns2,episode_0000297_medium-mazes-seed-0009_s9_n16.npz,
298,maze_train,maze,train,medium-mazes-seed-0009,9,24,generated,40,451,960,509,451,mapf_lns2,episode_0000298_medium-mazes-seed-0009_s9_n24.npz,
299,maze_train,maze,train,medium-mazes-seed-0009,9,32,generated,45,687,1440,753,687,mapf_lns2,episode_0000299_medium-mazes-seed-0009_s9_n32.npz,
300,maze_train,maze,train,medium-mazes-seed-0010,0,16,generated,31,300,496,196,300,mapf_lns2,episode_0000300_medium-mazes-seed-0010_s0_n16.npz,
301,maze_train,maze,train,medium-mazes-seed-0010,0,24,generated,31,434,744,310,434,mapf_lns2,episode_0000301_medium-mazes-seed-0010_s0_n24.npz,
302,maze_train,maze,train,medium-mazes-seed-0010,0,32,generated,40,682,1280,598,682,mapf_lns2,episode_0000302_medium-mazes-seed-0010_s0_n32.npz,
303,maze_train,maze,train,medium-mazes-seed-0010,1,16,generated,43,326,688,362,326,mapf_lns2,episode_0000303_medium-mazes-seed-0010_s1_n16.npz,
304,maze_train,maze,train,medium-mazes-seed-0010,1,24,generated,46,561,1104,543,561,mapf_lns2,episode_0000304_medium-mazes-seed-0010_s1_n24.npz,
305,maze_train,maze,train,medium-mazes-seed-0010,1,32,generated,43,785,1376,591,785,mapf_lns2,episode_0000305_medium-mazes-seed-0010_s1_n32.npz,
306,maze_train,maze,train,medium-mazes-seed-0010,2,16,generated,39,354,624,270,354,mapf_lns2,episode_0000306_medium-mazes-seed-0010_s2_n16.npz,
307,maze_train,maze,train,medium-mazes-seed-0010,2,24,generated,42,541,1008,467,541,mapf_lns2,episode_0000307_medium-mazes-seed-0010_s2_n24.npz,
308,maze_train,maze,train,medium-mazes-seed-0010,2,32,generated,42,710,1344,634,710,mapf_lns2,episode_0000308_medium-mazes-seed-0010_s2_n32.npz,
309,maze_train,maze,train,medium-mazes-seed-0010,3,16,generated,30,288,480,192,288,mapf_lns2,episode_0000309_medium-mazes-seed-0010_s3_n16.npz,
